# UEB Appendix 2「Word List」— Section 10（縮約）の用例語と、その点字・適用規則。
# 出典: The Rules of Unified English Braille, Third Edition 2024 (ICEB)
#   https://iceb.org/wp-content/uploads/2025/10/Rules-of-Unified-English-Braille-2024.pdf
#   ICEB により Creative Commons ライセンスで公開されている。
# 用途: 英語点訳エンジンの回帰コーパス（tests/ueb_appendix2.rs）。
# 列: 原文 <TAB> 期待する点字 <TAB> 規則番号
silencer	⠎⠊⠇⠰⠑⠗	10.10.6
sinfulness	⠎⠔⠰⠇⠰⠎	10.8.1
singe	⠎⠬⠑	10.4.3
singeing	⠎⠬⠑⠬	10.4.3
Singh	⠠⠎⠬⠓	10.4.1
slithered	⠎⠇⠊⠮⠗⠫	10.10.3
smithereens	⠎⠍⠊⠮⠗⠑⠢⠎	10.7.2
SmithInge	⠠⠎⠍⠊⠹⠠⠬⠑	10.4.3
Smith-Inge	⠠⠎⠍⠊⠹⠤⠠⠔⠛⠑	10.4.3
smother	⠎⠐⠍	10.7.1
snuff	⠎⠝⠥⠋⠋	10.6.5
so la ti	⠎ ⠇⠁ ⠞⠊	10.1.1
so-and-so	⠎⠤⠯⠤⠎	10.1.1
sofa	⠎⠷⠁	10.3.1
somebody	⠐⠎⠃⠕⠙⠽	10.7.7
somersault	⠎⠕⠍⠻⠎⠁⠥⠇⠞	10.7.7
Somerset	⠠⠎⠕⠍⠻⠎⠑⠞	10.7.7
Somesch River	⠠⠎⠕⠍⠑⠎⠉⠓ ⠠⠗⠊⠧⠻	10.9.6
somesuch	⠐⠎⠎⠡	10.7.7
sometimes	⠐⠎⠐⠞⠎	10.7.8
somewhere	⠐⠎⠐⠱	10.7.1, 10.7.7
Sontheim	⠠⠎⠕⠝⠞⠓⠑⠊⠍	10.11.2
Sontheimer	⠠⠎⠕⠝⠞⠓⠑⠊⠍⠻	10.3.1
sooner	⠎⠕⠕⠝⠻	10.7.6, 10.10.7
so's	⠎⠄⠎	10.1.2
sou'east	⠎⠳⠄⠑⠁⠌	10.4.1, 10.6.5
sound	⠎⠨⠙	10.8.1
Southend	⠠⠎⠳⠹⠢⠙	10.11.1
Spartan	⠠⠎⠐⠏⠁⠝	10.7.1
spathose	⠎⠏⠁⠹⠕⠎⠑	10.7.2
speakeasy	⠎⠏⠂⠅⠂⠎⠽	10.6.5, 10.11.6
Spencer	⠠⠎⠏⠰⠑⠗	10.8.1, 10.10.6
sphere	⠎⠏⠐⠓	10.7.5
spirits	⠸⠎⠎	10.7.1
spiritual	⠸⠎⠥⠁⠇	10.7.1
sponge	⠎⠏⠰⠛⠑	10.8.1
spreadeagle	⠎⠏⠗⠂⠙⠂⠛⠇⠑	10.11.6
springtime	⠎⠏⠗⠬⠐⠞	10.7.8
St	⠠⠎⠞	10.4.2
St.	⠠⠎⠞⠲	10.4.2
Stalingrad	⠠⠌⠁⠇⠔⠛⠗⠁⠙	10.4.1
standstill	⠌⠯⠌⠊⠇⠇	10.2.1
stateroom	⠌⠁⠞⠑⠗⠕⠕⠍	10.11.1
Ste	⠠⠌⠑	10.4.2
stiffly	⠌⠊⠖⠇⠽	10.11.8
still-life	⠌⠤⠇⠊⠋⠑	10.2.1
still's	⠌⠄⠎	10.2.2
Stillson	⠠⠌⠊⠇⠇⠎⠕⠝	10.2.1
sting	⠌⠬	10.4.3, 10.10.5
stinging	⠌⠬⠬	10.4.3
stoned	⠌⠕⠝⠫	10.7.6, 10.10.7
stonework	⠌⠐⠕⠐⠺	10.7.1, 10.7.6
stoney	⠌⠐⠕⠽	10.7.6
storeroom	⠌⠕⠗⠑⠗⠕⠕⠍	10.11.1
stronghold	⠌⠗⠰⠛⠓⠕⠇⠙	10.10.8, 10.11.1, 10.11.2
'struth	⠄⠌⠗⠥⠹	10.4.1
styrofoam	⠌⠽⠗⠕⠋⠕⠁⠍	10.11.5
subbasement	⠎⠥⠃⠃⠁⠎⠑⠰⠞	10.6.5, 10.11.5
sublessee	⠎⠥⠃⠨⠎⠑⠑	10.8.1
subpoena	⠎⠥⠃⠏⠕⠢⠁	10.11.9
Suchet	⠠⠎⠥⠡⠑⠞	10.9.2
suchlike	⠎⠡⠇⠊⠅⠑	10.9.2
sudden	⠎⠥⠙⠙⠢	10.6.10
SuperBraille	⠠⠎⠥⠏⠻⠨⠂⠠⠃⠗⠁⠊⠇⠇⠑	10.9.4
surname	⠎⠥⠗⠐⠝	10.7.5
sweetheart	⠎⠺⠑⠑⠞⠓⠑⠜⠞	10.3.1, 10.11.1
Swithin	⠠⠎⠾⠔	10.3.1
sword	⠎⠘⠺	10.7.1
tableau	⠞⠁⠃⠇⠂⠥	10.6.5
t'do	⠞⠄⠙⠕	10.1.1
tea	⠞⠑⠁	10.6.5
teach-in	⠞⠂⠡⠤⠔	10.5.3
tearoom	⠞⠂⠗⠕⠕⠍	10.11.1
teatime	⠞⠂⠐⠞	10.11.8
telephoned	⠞⠑⠇⠑⠏⠓⠕⠝⠫	10.10.7
Tennessee	⠠⠞⠢⠰⠎⠑⠑	10.8.1
th'	⠞⠓⠄	10.4.2
Thaddeus	⠠⠹⠁⠙⠙⠑⠥⠎	10.7.3, 10.10.7
that'll	⠞⠄⠇⠇	10.1.2
t'have	⠞⠄⠓⠁⠧⠑	10.1.1
theatre	⠮⠁⠞⠗⠑	10.3.1, 10.6.5, 10.10.3
thee	⠮⠑	10.3.1
theirs	⠸⠮⠎	10.7.1
Thelma	⠠⠮⠇⠍⠁	10.3.1
then	⠮⠝	10.10.3
thence	⠹⠰⠑	10.3.1, 10.8.1, 10.10.2, 10.10.3
thereby	⠐⠮⠃⠽	10.7.2
therefore	⠐⠮⠿⠑	10.7.2
therein	⠐⠮⠔	10.7.2
Theresa	⠠⠮⠗⠑⠎⠁	10.3.1, 10.7.2
thereupon	⠐⠮⠘⠥	10.7.2
Theseus	⠠⠮⠎⠑⠥⠎	10.7.2
thievery	⠹⠊⠑⠧⠻⠽	10.7.4
this'd	⠹⠄⠙	10.2.2
this'n	⠹⠊⠎⠄⠝	10.2.2
thistle	⠹⠊⠌⠇⠑	10.2.1
th'n	⠹⠄⠝	10.4.2
Thomas	⠠⠹⠕⠍⠁⠎	10.4.1
thorough	⠹⠕⠗⠳⠣	10.4.1
Thoseby	⠠⠹⠕⠎⠑⠃⠽	10.7.2
thou	⠹⠳	10.4.1
thoughtful	⠹⠐⠳⠰⠇	10.7.1
throughout	⠐⠹⠳⠞	10.7.1
thundered	⠹⠐⠥⠫	10.7.9
timeously	⠐⠞⠳⠎⠇⠽	10.7.8
timer	⠐⠞⠗	10.10.2
Timex	⠠⠐⠞⠭	10.7.8
tobacco	⠞⠕⠃⠁⠒⠕	10.6.5
toenail	⠞⠕⠑⠝⠁⠊⠇	10.6.8, 10.11.1
tofu	⠞⠷⠥	10.3.1
to-ing	⠞⠕⠤⠔⠛	10.4.3, 10.6.8
tomorrow's	⠞⠍⠄⠎	10.9.5
toner	⠞⠕⠝⠻	10.10.7
tongue	⠞⠰⠛⠥⠑	10.8.1
to-night	⠞⠕⠤⠝⠊⠣⠞	10.9.1
toreador	⠞⠕⠗⠂⠙⠕⠗	10.6.5
toward	⠞⠪⠜⠙	10.4.1
towhee	⠞⠪⠓⠑⠑	10.10.8
trebled	⠞⠗⠑⠃⠇⠫	10.4.1
twofold	⠞⠺⠕⠋⠕⠇⠙	10.3.1, 10.11.7
twosome	⠞⠺⠕⠐⠎	10.7.7
unamended	⠥⠝⠁⠍⠢⠙⠫	10.7.5, 10.11.5
unbecoming	⠥⠝⠃⠑⠉⠕⠍⠬	10.6.1
uncongenial	⠥⠝⠉⠰⠛⠢⠊⠁⠇	10.11.6
undergo	⠐⠥⠛⠕	10.7.9
underived	⠥⠝⠙⠻⠊⠧⠫	10.7.9, 10.11.5
underogatory	⠥⠝⠙⠻⠕⠛⠁⠞⠕⠗⠽	10.7.9
underpaid	⠐⠥⠏⠙	10.7.9
underworld	⠐⠥⠸⠺	10.7.1
undisturbed	⠥⠝⠙⠊⠌⠥⠗⠃⠫	10.11.6
unfulfilled	⠥⠝⠰⠇⠋⠊⠇⠇⠫	10.8.1, 10.11.6
Unilever	⠠⠥⠝⠊⠇⠐⠑	10.7.4
unless	⠥⠝⠨⠎	10.8.1
unlessoned	⠥⠝⠨⠎⠕⠝⠫	10.8.1, 10.11.6
unquestionable	⠥⠝⠐⠟⠁⠃⠇⠑	10.7.1
UNSD	⠰⠰⠠⠠⠥⠝⠎⠙	10.9.9
untimely	⠥⠝⠐⠞⠇⠽	10.7.8
unworkable	⠥⠝⠐⠺⠁⠃⠇⠑	10.7.1
US (United States)	⠠⠠⠥⠎ ⠐⠣⠠⠥⠝⠊⠞⠫ ⠠⠌⠁⠞⠑⠎⠐⠜	10.1.3
Vandyke	⠠⠧⠯⠽⠅⠑	10.3.1, 10.11.5
venereal	⠧⠢⠻⠂⠇	10.11.7
vengeance	⠧⠢⠛⠑⠨⠑	10.10.2
viceregal	⠧⠊⠉⠑⠗⠑⠛⠁⠇	10.4.1
Vietnamese	⠠⠧⠊⠑⠞⠝⠁⠍⠑⠎⠑	10.7.5
weathered	⠺⠂⠮⠗⠫	10.10.3
well-known	⠺⠑⠇⠇⠤⠐⠅⠝	10.7.1
Wenceslaus	⠠⠺⠰⠑⠎⠇⠁⠥⠎	10.8.1
whaddaya	⠱⠁⠙⠙⠁⠽⠁	10.10.9
wharf	⠱⠜⠋	10.4.1
whereas	⠐⠱⠁⠎	10.10.8
whereby	⠐⠱⠃⠽	10.7.1
where'er	⠱⠻⠑⠄⠻	10.7.1, 10.10.8
wherein	⠐⠱⠔	10.7.1
whereof	⠐⠱⠷	10.3.1
whereupon	⠐⠱⠘⠥	10.7.2
wherever	⠱⠻⠐⠑	10.7.1, 10.10.8
whichever	⠱⠊⠡⠐⠑	10.2.1
which'll	⠱⠄⠇⠇	10.2.2
which've	⠱⠄⠧⠑	10.2.2
whiskey-still	⠱⠊⠎⠅⠑⠽⠤⠌	10.2.1
whistle	⠱⠊⠌⠇⠑	10.4.1
whosesoever	⠘⠱⠎⠕⠐⠑	10.7.2
will-o'-the-wisp	⠺⠤⠕⠄⠤⠮⠤⠺⠊⠎⠏	10.1.1
wiseacre	⠺⠊⠎⠑⠁⠉⠗⠑	10.11.1
withe	⠾⠑	10.3.1
wither	⠾⠻	10.10.2
withered	⠾⠻⠫	10.7.2
within	⠾⠔	10.6.8
without	⠾⠳⠞	10.2.1, 10.3.1
withstand	⠾⠌⠯	10.3.1
word-for-word	⠘⠺⠤⠿⠤⠘⠺	10.7.1
Wordsworth	⠠⠘⠺⠎⠺⠕⠗⠹	10.7.1
workday	⠐⠺⠐⠙	10.7.1
working	⠐⠺⠬	10.7.1
worldly	⠸⠺⠇⠽	10.7.1
world-wide	⠸⠺⠤⠺⠊⠙⠑	10.7.1
would-be	⠺⠙⠤⠃⠑	10.5.1
wounded	⠺⠨⠙⠫	10.8.1
wrench	⠺⠗⠢⠡	10.2.1
Wunderhorn	⠠⠺⠐⠥⠓⠕⠗⠝	10.7.9
Xth	⠠⠭⠹	10.4.1
xxist	⠭⠭⠊⠌	10.4.1
Yeats	⠠⠽⠂⠞⠎	10.6.5
you'd	⠽⠄⠙	10.1.2
you'll	⠽⠄⠇⠇	10.1.2
you'm	⠽⠳⠄⠍	10.1.2
youngest	⠐⠽⠑⠌	10.7.1
Youngstown	⠠⠐⠽⠎⠞⠪⠝	10.7.1
Yourcenar	⠠⠽⠳⠗⠉⠢⠜	10.9.2
you're	⠽⠄⠗⠑	10.1.2
you's	⠽⠄⠎	10.1.2
you've	⠽⠄⠧⠑	10.1.2
